7281	TTN	3	CDH2	0.442570	0.000000
7235	TP53	13	HDAC6	0.482140	0.530387
7235	TP53	17	SH2B3	0.151163	0.000000
7235	TP53	19	HCN4	0.482140	0.530387
7235	TP53	22	PIGK	0.151163	0.000000
7235	TP53	26	PARP2	0.151163	0.000000
7235	TP53	30	HMGXB4	0.151163	0.000000
7235	TP53	31	TOM1	0.389155	0.352617
7235	TP53	41	SAE1	0.151163	0.000000
7235	TP53	43	ABCC5	0.389155	0.352617
7235	TP53	51	SCAMP3	0.482140	0.530387
7281	TTN	51	SCAMP3	0.442570	0.000000
7235	TP53	54	SNUPN	0.279774	0.175824
7235	TP53	56	PTPRU	0.151163	0.000000
7235	TP53	58	CDH10	0.225570	0.349030
7235	TP53	59	MYZAP	0.151163	0.000000
7235	TP53	62	CDH11	0.225570	0.349030
7235	TP53	64	ARPC3	0.022551	0.000000
7235	TP53	68	ARPC2	0.151163	0.000000
7281	TTN	78	FRY	0.360498	0.000000
7235	TP53	81	OPTN	0.061014	0.086538
7235	TP53	95	AASS	0.389155	0.352617
7235	TP53	97	FARP1	0.151163	0.000000
7235	TP53	98	LPAR6	0.151163	0.000000
7235	TP53	99	LPCAT3	0.279774	0.175824
7235	TP53	101	SLC25A15	0.151163	0.000000
7235	TP53	102	ZNF197	0.482140	0.530387
7235	TP53	107	TSHZ1	0.279774	0.175824
7235	TP53	108	MPHOSPH10	0.279774	0.175824
7281	TTN	111	CALCRL	0.442570	0.000000
7235	TP53	119	TRIB1	0.151163	0.000000
7235	TP53	120	CD96	0.151163	0.000000
7235	TP53	131	SRRM1	0.061014	0.086538
7235	TP53	139	SF3B4	0.389155	0.352617
7235	TP53	142	STAG1	0.482140	0.530387
7235	TP53	148	SPEG	0.482140	0.530387
7235	TP53	163	MRVI1	0.389155	0.352617
7235	TP53	168	ABCA7	0.151163	0.000000
7235	TP53	174	CACNG3	0.389155	0.352617
7235	TP53	181	TUBB4A	0.022551	0.000000
7235	TP53	185	CORO2B	0.482140	0.530387
7281	TTN	187	DLC1	0.442570	0.000000
7235	TP53	205	VAV3	0.166076	0.261050
7281	TTN	219	SEC23A	0.442570	0.000000
