12977	TP53	1	A1BG	0.372484	0.000000
12977	TP53	2	NAT2	0.372484	0.000000
2550	CTNNB1	3	ADA	0.489714	0.000000
9359	PIK3CA	3	ADA	0.219545	0.000000
12977	TP53	4	CDH2	0.299428	0.501493
9359	PIK3CA	5	AKT3	0.424415	0.699213
7396	KRAS	9	NAALADL1	0.490451	0.000000
7396	KRAS	11	ACOT8	0.490451	0.000000
12977	TP53	11	ACOT8	0.372484	0.000000
7396	KRAS	12	ABI1	0.385929	0.000000
12977	TP53	12	ABI1	0.267151	0.000000
2550	CTNNB1	13	GNPDA1	0.489714	0.000000
7396	KRAS	16	TANK	0.490451	0.000000
9359	PIK3CA	28	JMJD7	0.433007	0.656250
9359	PIK3CA	30	HDAC5	0.193472	0.429688
9364	PIK3R1	32	BCL2L10	0.445344	0.000000
2550	CTNNB1	35	CDH4	0.238418	0.520043
12977	TP53	35	CDH4	0.298336	0.576923
11072	PTEN	38	INSL5	0.433945	0.528302
12977	TP53	38	INSL5	0.267151	0.000000
2550	CTNNB1	40	MED16	0.341800	0.000000
9359	PIK3CA	42	MEF2B	0.469636	0.000000
12977	TP53	47	GPR75-ASB3	0.464004	0.508824
9364	PIK3R1	48	CHAF1A	0.469897	0.662500
9359	PIK3CA	49	PARP2	0.433007	0.656250
7690	LAMB2	50	PARP3	0.485980	0.000000
11072	PTEN	53	HMGXB4	0.463949	0.704883
7396	KRAS	55	TOM1	0.490451	0.000000
9359	PIK3CA	55	TOM1	0.102156	0.000000
585	CTCF	56	SH2D3C	0.371648	0.000000
12977	TP53	57	SH2D3A	0.464004	0.508824
7396	KRAS	64	IQCJ-SCHIP1	0.490451	0.000000
9359	PIK3CA	65	OCLN	0.219545	0.000000
9359	PIK3CA	67	MICA	0.469636	0.000000
7396	KRAS	72	AP1M2	0.470049	0.526611
9364	PIK3R1	74	SAE1	0.196717	0.000000
11072	PTEN	74	SAE1	0.433945	0.528302
12977	TP53	74	SAE1	0.267151	0.000000
12977	TP53	75	FARSB	0.464004	0.508824
2550	CTNNB1	77	ABCB6	0.144504	0.249619
12977	TP53	77	ABCB6	0.436643	0.634328
9359	PIK3CA	81	ABCF2	0.442742	0.583979
9364	PIK3R1	81	ABCF2	0.462245	0.496914
12977	TP53	82	NR1H3	0.267151	0.000000
9359	PIK3CA	85	SCAMP2	0.469636	0.000000
2550	CTNNB1	86	SCAMP3	0.341800	0.000000
7396	KRAS	86	SCAMP3	0.490451	0.000000
12977	TP53	86	SCAMP3	0.372484	0.000000
9359	PIK3CA	88	RWDD2B	0.442742	0.583979
6379	HIST1H2BD	92	HUWE1	0.495525	0.000000
12105	SOX17	92	HUWE1	0.440010	0.000000
12933	ACTG1	92	HUWE1	0.495525	0.000000
12977	TP53	94	TSPAN32	0.372484	0.000000
9359	PIK3CA	96	ATP9A	0.409404	0.747429
12977	TP53	96	ATP9A	0.484233	0.763636
585	CTCF	102	PQBP1	0.453822	0.000000
12977	TP53	107	CDH11	0.363672	0.560531
12977	TP53	108	UST	0.372484	0.000000
9359	PIK3CA	110	ARPC4	0.469636	0.000000
11072	PTEN	110	ARPC4	0.348178	0.000000
9359	PIK3CA	111	ARPC3	0.469636	0.000000
7396	KRAS	112	ARPC1B	0.303343	0.000000
9359	PIK3CA	114	ACTR2	0.442742	0.583979
2550	CTNNB1	121	NUBP2	0.489714	0.000000
9359	PIK3CA	124	PPIF	0.442742	0.583979
2550	CTNNB1	125	TRIM10	0.489714	0.000000
11072	PTEN	126	ARPC2	0.348178	0.000000
9359	PIK3CA	127	SGK2	0.469636	0.000000
9359	PIK3CA	129	KIF20A	0.442742	0.583979
12977	TP53	130	PREB	0.191293	0.000000
585	CTCF	135	ACTR1B	0.371648	0.000000
9359	PIK3CA	135	ACTR1B	0.442742	0.583979
