11369	TP53	2	CDH2	0.467055	0.000000
11369	TP53	3	AKT3	0.494436	0.538527
8205	PIK3CA	5	NAALADL1	0.446608	0.000000
8205	PIK3CA	11	TANK	0.298222	0.000000
8205	PIK3CA	14	ZNF737	0.464116	0.502451
11369	TP53	15	HDAC6	0.458911	0.782636
14694	CDH1	15	HDAC6	0.483707	0.560333
8205	PIK3CA	19	JMJD7	0.446608	0.000000
14694	CDH1	20	HDAC5	0.488282	0.000000
8205	PIK3CA	21	PDCD6IP	0.446608	0.000000
11369	TP53	21	PDCD6IP	0.467055	0.000000
11369	TP53	24	SH2B3	0.318952	0.000000
8205	PIK3CA	26	GNE	0.464116	0.502451
11369	TP53	27	HCN4	0.384764	0.430137
11369	TP53	36	PARP3	0.494436	0.538527
8205	PIK3CA	37	CDH6	0.132759	0.000000
11369	TP53	41	TOM1	0.318952	0.000000
11369	TP53	43	SH2D3A	0.467055	0.000000
8205	PIK3CA	47	DNAJB6	0.446608	0.000000
11369	TP53	51	IQCJ-SCHIP1	0.467055	0.000000
11369	TP53	52	OCLN	0.318952	0.000000
4699	GATA3	56	SMC4	0.431503	0.000000
8205	PIK3CA	56	SMC4	0.472223	0.669945
8205	PIK3CA	61	AP1M2	0.446608	0.000000
11369	TP53	61	AP1M2	0.467055	0.000000
11369	TP53	63	SAE1	0.318952	0.000000
8205	PIK3CA	64	FARSB	0.464116	0.502451
11369	TP53	64	FARSB	0.494436	0.538527
7097	MAP3K1	65	ABCC5	0.496547	0.000000
10075	KMT2C	65	ABCC5	0.491332	0.000000
14694	CDH1	65	ABCC5	0.340563	0.000000
14694	CDH1	77	CDH9	0.301939	0.000000
11369	TP53	79	SNUPN	0.318952	0.000000
10561	MAP2K4	80	HUWE1	0.295833	0.000000
11369	TP53	80	HUWE1	0.470006	0.896643
4699	GATA3	84	ATP9A	0.388258	0.000000
11369	TP53	85	CDH10	0.384764	0.430137
11369	TP53	86	PDCD7	0.467055	0.000000
11369	TP53	89	USH1C	0.148520	0.000000
11369	TP53	91	EDIL3	0.467055	0.000000
8205	PIK3CA	95	CDH11	0.464116	0.502451
11369	TP53	96	UST	0.467055	0.000000
11369	TP53	110	ARPC2	0.494436	0.538527
11369	TP53	114	PREB	0.494436	0.538527
11369	TP53	115	HIPK3	0.467055	0.000000
8205	PIK3CA	120	ACTR1A	0.199030	0.000000
11369	TP53	124	FRY	0.294786	0.357877
8205	PIK3CA	130	NAMPT	0.132759	0.000000
8205	PIK3CA	132	RBM12	0.265710	0.333878
11369	TP53	134	ARFRP1	0.318952	0.000000
11369	TP53	136	TOB1	0.467055	0.000000
11369	TP53	139	G3BP1	0.494436	0.538527
11369	TP53	140	SUGP2	0.467055	0.000000
4699	GATA3	141	ADGRG2	0.479505	0.000000
14694	CDH1	141	ADGRG2	0.433085	0.000000
11369	TP53	147	AASS	0.217703	0.000000
8205	PIK3CA	151	FARP1	0.446608	0.000000
11369	TP53	159	CDK2	0.467055	0.000000
4699	GATA3	166	RBM6	0.431503	0.000000
11434	TTN	167	RBM5	0.484971	0.000000
11369	TP53	176	ADAM10	0.467055	0.000000
8205	PIK3CA	177	CDK5	0.446608	0.000000
11369	TP53	177	CDK5	0.467055	0.000000
4699	GATA3	185	USPL1	0.349306	0.000000
7097	MAP3K1	185	USPL1	0.459184	0.000000
11369	TP53	186	CDK6	0.467055	0.000000
8205	PIK3CA	188	FLOT1	0.446608	0.000000
11369	TP53	188	FLOT1	0.467055	0.000000
8205	PIK3CA	189	DDX39A	0.298222	0.000000
11369	TP53	193	CTDSPL	0.467055	0.000000
8205	PIK3CA	195	CDK7	0.298222	0.000000
11369	TP53	196	TRIB1	0.467055	0.000000
11369	TP53	199	CD96	0.217703	0.000000
8205	PIK3CA	205	RASGRP2	0.132759	0.000000
11434	TTN	205	RASGRP2	0.404493	0.000000
14694	CDH1	206	HNRNPR	0.488282	0.000000
8205	PIK3CA	208	DCAF7	0.446608	0.000000
11369	TP53	208	DCAF7	0.467055	0.000000
8205	PIK3CA	215	SLC17A2	0.298222	0.000000
11369	TP53	215	SLC17A2	0.318952	0.000000
11369	TP53	217	GLYAT	0.467055	0.000000
11369	TP53	219	SPRY3	0.384764	0.430137
8205	PIK3CA	221	SPRY2	0.446608	0.000000
