8662	TP53	2	NAT2	0.317241	0.000000
170	CDKN2A	3	CDH2	0.496152	0.000000
7760	RBM4	3	CDH2	0.184633	0.000000
8662	TP53	3	CDH2	0.236406	0.224490
8662	TP53	4	AKT3	0.317241	0.000000
8662	TP53	8	ABI1	0.317241	0.000000
8662	TP53	9	GNPDA1	0.317241	0.000000
8662	TP53	11	HDAC6	0.317241	0.000000
7760	RBM4	17	HDAC5	0.325958	0.000000
8662	TP53	18	PDCD6IP	0.317241	0.000000
8662	TP53	20	GNE	0.317241	0.000000
8662	TP53	21	HCN4	0.378507	0.453608
8662	TP53	22	TROAP	0.317241	0.000000
4985	KRAS	23	MED16	0.293008	0.181818
9683	RIOK1	23	MED16	0.383621	0.000000
4985	KRAS	24	ZNF605	0.293008	0.181818
7760	RBM4	24	ZNF605	0.325958	0.000000
8662	TP53	25	CDH5	0.317241	0.000000
8662	TP53	26	GPR75-ASB3	0.317241	0.000000
8662	TP53	27	CHAF1A	0.317241	0.000000
8662	TP53	28	PARP2	0.317241	0.000000
8662	TP53	30	TOM1L1	0.317241	0.000000
8662	TP53	34	SH2D3A	0.317241	0.000000
8662	TP53	39	IQCJ-SCHIP1	0.317241	0.000000
8662	TP53	40	SMC4	0.317241	0.000000
4985	KRAS	41	GJC1	0.293008	0.181818
7760	RBM4	45	UBA2	0.325958	0.000000
8662	TP53	46	SAE1	0.317241	0.000000
8662	TP53	47	FARSB	0.317241	0.000000
8662	TP53	48	ABCC5	0.317241	0.000000
4985	KRAS	49	ABCB6	0.406720	0.366667
7760	RBM4	49	ABCB6	0.184633	0.000000
4985	KRAS	53	NR1H3	0.293008	0.181818
8662	TP53	55	CDH9	0.317241	0.000000
7760	RBM4	56	DPP3	0.325958	0.000000
170	CDKN2A	57	HUWE1	0.308069	0.000000
1275	JMY	57	HUWE1	0.370312	0.398148
8662	TP53	57	HUWE1	0.182992	0.295533
4985	KRAS	58	PTPRU	0.406720	0.366667
7760	RBM4	59	ATP9A	0.325958	0.000000
7760	RBM4	60	CDH10	0.426477	0.437158
8662	TP53	60	CDH10	0.378507	0.453608
8662	TP53	62	MYZAP	0.317241	0.000000
8662	TP53	64	EDIL3	0.317241	0.000000
8662	TP53	65	COL4A3BP	0.317241	0.000000
7760	RBM4	67	CDH11	0.184633	0.000000
8662	TP53	67	CDH11	0.236406	0.224490
8662	TP53	68	ARPC5	0.317241	0.000000
8662	TP53	74	CTDSP2	0.317241	0.000000
8662	TP53	75	ARPC2	0.317241	0.000000
170	CDKN2A	78	HIPK3	0.308069	0.000000
7760	RBM4	78	HIPK3	0.286974	0.323770
170	CDKN2A	79	FEM1B	0.496152	0.000000
8662	TP53	82	ARL4C	0.317241	0.000000
8662	TP53	83	ARL4A	0.317241	0.000000
8662	TP53	84	RASGRP1	0.317241	0.000000
8662	TP53	85	DNAL4	0.317241	0.000000
8662	TP53	86	ZNF263	0.317241	0.000000
7760	RBM4	88	FRY	0.184633	0.000000
8662	TP53	90	PDIA6	0.317241	0.000000
8662	TP53	91	TRAP1	0.317241	0.000000
170	CDKN2A	93	RBM12	0.308069	0.000000
9683	RIOK1	93	RBM12	0.370312	0.398148
7760	RBM4	94	AKAP9	0.325958	0.000000
8662	TP53	94	AKAP9	0.099138	0.000000
8662	TP53	96	G3BP1	0.317241	0.000000
