6206	TP53	41	FARSB	0.419641	0.000000
6206	TP53	67	RAD50	0.419641	0.000000
6206	TP53	90	RCL1	0.419641	0.000000
6206	TP53	107	ZNF443	0.419641	0.000000
6206	TP53	108	CD96	0.419641	0.000000
6206	TP53	121	CDKN1A	0.419641	0.000000
6206	TP53	129	CDKN2A	0.419641	0.000000
6206	TP53	134	ZNF267	0.419641	0.000000
6206	TP53	143	SMYD5	0.419641	0.000000
6206	TP53	179	ZER1	0.419641	0.000000
6206	TP53	256	DMRT2	0.419641	0.000000
6206	TP53	306	FRS2	0.419641	0.000000
6206	TP53	317	CD3EAP	0.419641	0.000000
6206	TP53	339	PNPLA6	0.419641	0.000000
6206	TP53	401	CHD3	0.419641	0.000000
6206	TP53	418	KRR1	0.419641	0.000000
6206	TP53	487	SP140	0.270907	0.000000
6206	TP53	503	CHRM2	0.419641	0.000000
5521	RB1	555	CSMD2	0.471999	0.000000
6206	TP53	561	TUBGCP5	0.270907	0.000000
6206	TP53	579	OSBPL8	0.419641	0.000000
6206	TP53	607	DIS3L	0.419641	0.000000
6206	TP53	630	FAM129A	0.419641	0.000000
6206	TP53	641	AGAP1	0.419641	0.000000
6206	TP53	644	CATSPER1	0.419641	0.000000
6206	TP53	664	CLCN2	0.419641	0.000000
6249	TTN	696	LRRK2	0.456143	0.000000
6206	TP53	709	FGD4	0.419641	0.000000
6206	TP53	710	AEBP2	0.419641	0.000000
6206	TP53	725	CCR1	0.419641	0.000000
6206	TP53	729	CCR3	0.419641	0.000000
6206	TP53	731	TARSL2	0.419641	0.000000
6206	TP53	750	ABCC2	0.270907	0.000000
6206	TP53	826	UBXN10	0.419641	0.000000
6206	TP53	851	COL4A5	0.270907	0.000000
6249	TTN	885	COL12A1	0.456143	0.000000
6206	TP53	894	COL19A1	0.174483	0.000000
6206	TP53	913	ZFP42	0.419641	0.000000
6206	TP53	921	PPARGC1B	0.419641	0.000000
6206	TP53	947	CPA2	0.419641	0.000000
6206	TP53	1009	DOCK11	0.270907	0.000000
6206	TP53	1028	CTCFL	0.419641	0.000000
6206	TP53	1062	CSF2RB	0.419641	0.000000
6206	TP53	1090	CEP128	0.419641	0.000000
6206	TP53	1102	FBXL16	0.419641	0.000000
6206	TP53	1195	FBXO41	0.419641	0.000000
6206	TP53	1255	CYP1A2	0.419641	0.000000
6206	TP53	1268	CYP2C19	0.419641	0.000000
6206	TP53	1279	CYP3A4	0.270907	0.000000
6206	TP53	1342	AP2A2	0.419641	0.000000
4619	ATRX	1343	DAPK1	0.360282	0.000000
5521	RB1	1375	DCC	0.471999	0.000000
6206	TP53	1394	HFM1	0.419641	0.000000
6206	TP53	1395	DCX	0.419641	0.000000
6206	TP53	1402	DDC	0.419641	0.000000
6206	TP53	1415	DDX5	0.419641	0.000000
6206	TP53	1443	PKD1L1	0.419641	0.000000
6206	TP53	1487	AFP	0.419641	0.000000
6206	TP53	1496	DMD	0.329850	0.515679
4619	ATRX	1504	DNAH5	0.105536	0.000000
5521	RB1	1520	DOCK3	0.471999	0.000000
6206	TP53	1524	DPP4	0.419641	0.000000
6206	TP53	1530	DRD3	0.419641	0.000000
6206	TP53	1532	ARID3A	0.419641	0.000000
6206	TP53	1565	NR0B1	0.419641	0.000000
6206	TP53	1583	EGR2	0.419641	0.000000
6206	TP53	1587	DTX3	0.419641	0.000000
6206	TP53	1588	ZFC3H1	0.270907	0.000000
4619	ATRX	1591	ARID2	0.427950	0.000000
6206	TP53	1592	METTL21C	0.419641	0.000000
6206	TP53	1603	EIF4A2	0.419641	0.000000
6206	TP53	1636	PIKFYVE	0.419641	0.000000
6206	TP53	1670	ENPEP	0.419641	0.000000
6206	TP53	1691	EPHA3	0.270907	0.000000
6206	TP53	1695	EPHA7	0.174483	0.000000
6206	TP53	1697	EPHB1	0.419641	0.000000
6206	TP53	1704	EPHX1	0.419641	0.000000
6206	TP53	1728	ETV3	0.419641	0.000000
6206	TP53	1748	F8	0.174483	0.000000
6206	TP53	1758	FANCC	0.419641	0.000000
6206	TP53	1760	ACSL4	0.419641	0.000000
6206	TP53	1763	FANCB	0.419641	0.000000
6206	TP53	1768	FASN	0.423956	0.454819
5521	RB1	1778	FAT1	0.304041	0.000000
6206	TP53	1778	FAT1	0.418429	0.680556
6206	TP53	1792	TPCN2	0.419641	0.000000
6249	TTN	1804	FBN1	0.399370	0.000000
6206	TP53	1819	HNRNPA3	0.419641	0.000000
6206	TP53	1855	THSD7A	0.423956	0.454819
6206	TP53	1876	FERD3L	0.419641	0.000000
